Date,"Monday, February 13, 2023"
2.48,-870.1973186
2.5,-870.1973186
2.52,-870.1973186
2.54,-870.1973186
2.56,-870.1973186
2.58,-870.1973186
2.6,-870.7732013
2.62,-870.7732013
2.64,-870.7732013
2.66,-870.7732013
2.68,-871.3490841
2.7,-871.3490841
2.72,-871.3490841
2.74,-871.9249669
2.76,-871.3490841
2.78,-871.9249669
2.8,-871.9249669
2.82,-871.9249669
2.84,-871.9249669
2.86,-871.9249669
2.88,-871.9249669
2.9,-871.9249669
2.92,-871.9249669
2.94,-871.9249669
2.96,-871.9249669
2.98,-871.9249669
3,-871.9249669
3.02,-871.9249669
3.04,-871.9249669
3.06,-871.9249669
3.08,-871.9249669
3.1,-871.9249669
3.12,-871.9249669
3.14,-871.9249669
3.16,-863.8626079
3.18,-657.6965713
3.2,-862.7108424
3.22,-855.2243662
3.24,-531.0023589
3.26,-389.335194
3.28,-225.7844834
3.3,-400.8528497
3.32,-276.4621684
3.34,-116.9426372
3.36,5.144512941
3.38,142.2046155
3.4,-15.01138449
3.42,92.10281331
3.44,227.4352675
3.46,333.3976998
3.48,441.6636631
3.5,401.927751
3.52,551.0813921
3.54,646.1020514
3.56,710.0250404
3.58,778.5550917
3.6,692.7485569
3.62,753.2162492
3.64,812.5321759
3.66,856.8751503
3.68,900.0663591
3.7,841.9021979
3.72,881.63811
3.74,916.7669598
3.76,934.0434433
3.78,936.3469745
3.8,878.7586961
3.82,906.4010697
3.84,932.315795
3.86,943.2575679
3.88,943.8334507
3.9,939.2263884
3.92,940.9540368
3.94,938.6505056
3.96,939.8022712
3.98,939.8022712
4,940.378154
4.02,941.5299195
4.04,942.6816851
4.06,943.8334507
4.08,944.9852162
4.1,944.9852162
4.12,944.9852162
4.14,943.8334507
4.16,942.6816851
4.18,941.5299195
4.2,939.2263884
4.22,939.2263884
4.24,939.2263884
4.26,939.8022712
4.28,940.378154
4.3,941.5299195
4.32,942.6816851
4.34,943.8334507
4.36,944.4093335
4.38,944.4093335
4.4,944.4093335
4.42,943.8334507
4.44,942.1058023
4.46,938.6505056
4.48,938.6505056
4.5,940.378154
4.52,940.9540368
4.54,941.5299195
4.56,942.6816851
4.58,943.8334507
4.6,944.9852162
4.62,944.4093335
4.64,943.2575679
4.66,943.2575679
4.68,940.9540368
4.7,938.0746228
4.72,939.2263884
4.74,940.378154
4.76,940.9540368
4.78,941.5299195
4.8,943.8334507
4.82,944.9852162
4.84,944.9852162
4.86,943.8334507
4.88,943.2575679
4.9,942.6816851
4.92,939.2263884
4.94,939.8022712
4.96,940.378154
4.98,940.378154
5,942.1058023
5.02,942.6816851
5.04,944.9852162
5.06,944.4093335
5.08,943.8334507
5.1,943.8334507
5.12,942.6816851
5.14,939.8022712
5.16,938.6505056
5.18,939.2263884
5.2,940.9540368
5.22,942.1058023
5.24,942.6816851
5.26,943.8334507
5.28,944.9852162
5.3,944.4093335
5.32,944.4093335
5.34,942.6816851
5.36,942.1058023
5.38,939.8022712
5.4,938.6505056
5.42,939.8022712
5.44,941.5299195
5.46,942.1058023
5.48,942.6816851
5.5,944.4093335
5.52,944.4093335
5.54,944.4093335
5.56,944.4093335
5.58,943.2575679
5.6,942.6816851
5.62,941.5299195
5.64,939.8022712
5.66,940.378154
5.68,942.1058023
5.7,942.1058023
5.72,943.2575679
5.74,944.4093335
5.76,944.9852162
5.78,945.561099
5.8,945.561099
5.82,944.9852162
5.84,944.9852162
5.86,943.8334507
5.88,942.6816851
5.9,940.9540368
5.92,940.378154
5.94,940.378154
5.96,941.5299195
5.98,942.1058023
6,943.2575679
6.02,944.4093335
6.04,944.9852162
6.06,945.561099
6.08,945.561099
6.1,944.9852162
6.12,944.4093335
6.14,943.8334507
6.16,942.1058023
6.18,940.9540368
6.2,940.9540368
6.22,940.9540368
6.24,942.1058023
6.26,943.2575679
6.28,943.2575679
6.3,945.561099
6.32,946.1369818
6.34,944.9852162
6.36,945.561099
6.38,944.4093335
6.4,945.561099
6.42,942.6816851
6.44,940.9540368
6.46,940.9540368
6.48,940.9540368
6.5,942.6816851
6.52,942.6816851
6.54,942.6816851
6.56,943.8334507
6.58,945.561099
6.6,945.561099
6.62,946.1369818
6.64,945.561099
6.66,944.9852162
6.68,943.2575679
6.7,940.9540368
6.72,940.378154
6.74,940.9540368
6.76,942.6816851
6.78,943.2575679
6.8,943.2575679
6.82,944.4093335
6.84,946.1369818
6.86,945.561099
6.88,945.561099
6.9,944.9852162
6.92,943.8334507
6.94,943.2575679
6.96,940.9540368
6.98,941.5299195
7,942.1058023
7.02,942.6816851
7.04,944.4093335
7.06,944.4093335
7.08,946.1369818
7.1,945.561099
7.12,946.1369818
7.14,944.9852162
7.16,944.4093335
7.18,943.2575679
7.2,940.9540368
7.22,940.9540368
7.24,940.9540368
7.26,942.1058023
7.28,943.2575679
7.3,944.4093335
7.32,944.9852162
7.34,945.561099
7.36,946.7128646
7.38,945.561099
7.4,945.561099
7.42,944.4093335
7.44,943.2575679
7.46,942.1058023
7.48,941.5299195
7.5,942.1058023
7.52,942.1058023
7.54,943.2575679
7.56,944.4093335
7.58,944.9852162
7.6,946.1369818
7.62,946.1369818
7.64,945.561099
7.66,945.561099
7.68,944.4093335
7.7,943.2575679
7.72,941.5299195
7.74,941.5299195
7.76,942.1058023
7.78,943.2575679
7.8,943.2575679
7.82,944.4093335
7.84,944.9852162
7.86,946.7128646
7.88,946.1369818
7.9,945.561099
7.92,945.561099
7.94,944.4093335
7.96,944.4093335
7.98,941.5299195
8,941.5299195
8.02,942.6816851
8.04,942.6816851
8.06,943.8334507
8.08,944.4093335
8.1,945.561099
8.12,946.7128646
8.14,946.1369818
8.16,945.561099
8.18,944.9852162
8.2,943.8334507
8.22,942.1058023
8.24,941.5299195
8.26,942.1058023
8.28,943.2575679
8.3,943.2575679
8.32,944.4093335
8.34,946.1369818
8.36,946.1369818
8.38,945.561099
8.4,946.1369818
8.42,944.4093335
8.44,943.2575679
8.46,941.5299195
8.48,941.5299195
8.5,942.1058023
8.52,943.8334507
8.54,943.8334507
8.56,944.9852162
8.58,946.1369818
8.6,946.7128646
8.62,946.1369818
8.64,945.561099
8.66,944.9852162
8.68,943.2575679
8.7,941.5299195
8.72,941.5299195
8.74,942.6816851
8.76,943.8334507
8.78,943.8334507
8.8,944.9852162
8.82,946.7128646
8.84,946.7128646
8.86,946.7128646
8.88,945.561099
8.9,944.9852162
8.92,943.2575679
8.94,941.5299195
8.96,940.9540368
8.98,942.1058023
9,943.2575679
9.02,944.4093335
9.04,944.9852162
9.06,946.7128646
9.08,947.2887474
9.1,947.2887474
9.12,946.7128646
9.14,945.561099
9.16,944.9852162
9.18,943.8334507
9.2,942.1058023
9.22,940.9540368
9.24,942.6816851
9.26,943.2575679
9.28,943.8334507
9.3,944.4093335
9.32,945.561099
9.34,946.7128646
9.36,946.7128646
9.38,946.7128646
9.4,946.1369818
9.42,944.9852162
9.44,944.4093335
9.46,942.1058023
9.48,941.5299195
9.5,942.6816851
9.52,942.6816851
9.54,943.8334507
9.56,944.4093335
9.58,944.9852162
9.6,947.2887474
9.62,947.2887474
9.64,947.2887474
9.66,946.1369818
9.68,945.561099
9.7,943.2575679
9.72,941.5299195
9.74,942.1058023
9.76,942.6816851
9.78,943.8334507
9.8,944.4093335
9.82,945.561099
9.84,946.7128646
9.86,947.2887474
9.88,946.7128646
9.9,946.1369818
9.92,945.561099
9.94,943.8334507
9.96,942.1058023
9.98,941.5299195
10,942.6816851
10.02,943.2575679
10.04,943.8334507
10.06,944.9852162
10.08,945.561099
10.1,946.7128646
10.12,946.7128646
10.14,947.8646302
10.16,946.7128646
10.18,944.9852162
10.2,943.8334507
10.22,942.1058023
10.24,941.5299195
10.26,942.1058023
10.28,943.2575679
10.3,944.4093335
10.32,944.4093335
10.34,945.561099
10.36,946.7128646
10.38,947.8646302
10.4,947.2887474
10.42,946.1369818
10.44,945.561099
10.46,944.9852162
10.48,943.2575679
10.5,941.5299195
10.52,941.5299195
10.54,943.2575679
10.56,943.8334507
10.58,944.4093335
10.6,945.561099
10.62,946.7128646
10.64,947.2887474
10.66,946.7128646
10.68,946.7128646
10.7,945.561099
10.72,944.9852162
10.74,943.2575679
10.76,941.5299195
10.78,942.6816851
10.8,943.2575679
10.82,943.8334507
10.84,944.4093335
10.86,945.561099
10.88,946.1369818
10.9,947.8646302
10.92,947.8646302
10.94,946.7128646
10.96,946.1369818
10.98,944.9852162
11,943.8334507
11.02,942.1058023
11.04,942.1058023
11.06,942.6816851
11.08,943.8334507
11.1,944.4093335
11.12,945.561099
11.14,946.1369818
11.16,946.7128646
11.18,947.8646302
11.2,947.2887474
11.22,947.2887474
11.24,946.1369818
11.26,945.561099
11.28,943.2575679
11.3,942.1058023
11.32,942.1058023
11.34,943.2575679
11.36,943.2575679
11.38,944.4093335
11.4,945.561099
11.42,946.1369818
11.44,947.8646302
11.46,947.2887474
11.48,947.2887474
11.5,946.1369818
11.52,946.1369818
11.54,944.9852162
11.56,942.6816851
11.58,942.1058023
11.6,943.2575679
11.62,943.8334507
11.64,944.4093335
11.66,945.561099
11.68,946.1369818
11.7,947.8646302
11.72,947.8646302
11.74,946.7128646
11.76,946.1369818
11.78,944.9852162
11.8,943.8334507
11.82,942.6816851
11.84,942.6816851
11.86,943.8334507
11.88,943.8334507
11.9,944.9852162
11.92,945.561099
11.94,946.7128646
11.96,947.8646302
11.98,947.8646302
12,946.7128646
12.02,946.1369818
12.04,945.561099
12.06,943.8334507
12.08,942.1058023
12.1,942.6816851
12.12,943.8334507
12.14,943.8334507
12.16,944.9852162
12.18,945.561099
12.2,946.7128646
12.22,947.8646302
12.24,947.8646302
12.26,947.2887474
12.28,946.1369818
12.3,945.561099
12.32,944.9852162
12.34,942.6816851
12.36,942.1058023
12.38,943.2575679
12.4,944.4093335
12.42,944.9852162
12.44,945.561099
12.46,946.7128646
12.48,947.8646302
12.5,947.2887474
12.52,947.2887474
12.54,946.1369818
12.56,944.9852162
12.58,943.8334507
12.6,942.1058023
12.62,943.2575679
12.64,944.4093335
12.66,944.4093335
12.68,944.9852162
12.7,946.1369818
12.72,948.4405129
12.74,948.4405129
12.76,947.2887474
12.78,946.7128646
12.8,945.561099
12.82,943.8334507
12.84,942.1058023
12.86,942.6816851
12.88,943.2575679
12.9,944.4093335
12.92,944.9852162
12.94,946.1369818
12.96,947.2887474
12.98,947.8646302
13,947.2887474
13.02,947.8646302
13.04,946.1369818
13.06,945.561099
13.08,943.8334507
13.1,942.6816851
13.12,943.2575679
13.14,944.4093335
13.16,943.8334507
13.18,944.9852162
13.2,946.1369818
13.22,947.2887474
13.24,948.4405129
13.26,947.8646302
13.28,947.2887474
13.3,946.1369818
13.32,944.4093335
13.34,943.8334507
13.36,942.1058023
13.38,943.2575679
13.4,943.8334507
13.42,944.9852162
13.44,945.561099
13.46,946.7128646
13.48,948.4405129
13.5,947.8646302
13.52,947.8646302
13.54,947.2887474
13.56,946.1369818
13.58,943.8334507
13.6,942.1058023
13.62,942.1058023
13.64,943.2575679
13.66,944.4093335
13.68,945.561099
13.7,946.1369818
13.72,947.2887474
13.74,947.8646302
13.76,947.8646302
13.78,947.8646302
13.8,945.561099
13.82,944.4093335
13.84,942.6816851
13.86,943.2575679
13.88,943.2575679
13.9,943.8334507
13.92,944.9852162
13.94,946.1369818
13.96,947.2887474
13.98,947.8646302
14,947.8646302
14.02,947.2887474
14.04,946.7128646
14.06,944.4093335
14.08,943.2575679
14.1,942.6816851
14.12,943.8334507
14.14,944.4093335
14.16,944.9852162
14.18,945.561099
14.2,947.2887474
14.22,947.2887474
14.24,947.8646302
14.26,947.2887474
14.28,947.2887474
14.3,945.561099
14.32,943.8334507
14.34,942.6816851
14.36,943.2575679
14.38,943.8334507
14.4,944.9852162
14.42,945.561099
14.44,946.7128646
14.46,947.8646302
14.48,947.8646302
14.5,947.8646302
14.52,946.7128646
14.54,946.1369818
14.56,944.4093335
14.58,942.6816851
14.6,943.2575679
14.62,943.8334507
14.64,943.8334507
14.66,944.9852162
14.68,946.1369818
14.7,946.7128646
14.72,947.8646302
14.74,947.8646302
14.76,947.8646302
14.78,946.7128646
14.8,944.4093335
14.82,943.2575679
14.84,943.2575679
14.86,943.2575679
14.88,944.4093335
14.9,944.9852162
14.92,946.1369818
14.94,947.8646302
14.96,947.8646302
14.98,947.8646302
15,947.8646302
15.02,946.1369818
15.04,944.9852162
15.06,942.6816851
15.08,943.2575679
15.1,944.4093335
15.12,943.8334507
15.14,945.561099
15.16,945.561099
15.18,947.8646302
15.2,947.8646302
15.22,947.8646302
15.24,947.2887474
15.26,946.7128646
15.28,946.1369818
15.3,943.8334507
15.32,943.2575679
15.34,943.8334507
15.36,944.4093335
15.38,944.4093335
15.4,945.561099
15.42,946.1369818
15.44,947.2887474
15.46,947.8646302
15.48,947.8646302
15.5,948.4405129
15.52,947.2887474
15.54,945.561099
15.56,943.2575679
15.58,943.2575679
15.6,943.8334507
15.62,944.4093335
15.64,944.9852162
15.66,945.561099
15.68,947.2887474
15.7,947.8646302
15.72,947.8646302
15.74,947.2887474
15.76,946.7128646
15.78,945.561099
15.8,943.8334507
15.82,943.2575679
15.84,943.8334507
15.86,944.4093335
15.88,946.1369818
15.9,945.561099
15.92,947.2887474
15.94,947.8646302
15.96,947.8646302
15.98,947.2887474
16,946.1369818
16.02,945.561099
16.04,943.8334507
16.06,942.6816851
16.08,944.4093335
16.1,944.4093335
16.12,945.561099
16.14,946.7128646
16.16,947.2887474
16.18,948.4405129
16.2,947.8646302
16.22,947.2887474
16.24,947.2887474
16.26,946.1369818
16.28,944.4093335
16.3,943.2575679
16.32,943.8334507
16.34,944.4093335
16.36,944.9852162
16.38,945.561099
16.4,946.7128646
16.42,947.8646302
16.44,947.8646302
16.46,947.8646302
16.48,947.2887474
16.5,946.7128646
16.52,945.561099
16.54,944.4093335
16.56,943.2575679
16.58,944.4093335
16.6,944.4093335
16.62,946.1369818
16.64,946.7128646
16.66,947.8646302
16.68,948.4405129
16.7,948.4405129
16.72,947.8646302
16.74,946.7128646
16.76,945.561099
16.78,944.9852162
16.8,943.2575679
16.82,944.4093335
16.84,944.4093335
16.86,945.561099
16.88,946.1369818
16.9,947.2887474
16.92,948.4405129
16.94,947.8646302
16.96,948.4405129
16.98,947.2887474
17,946.7128646
17.02,944.9852162
17.04,942.6816851
17.06,943.8334507
17.08,944.9852162
17.1,944.9852162
17.12,946.1369818
17.14,947.2887474
17.16,948.4405129
17.18,948.4405129
17.2,947.8646302
17.22,947.8646302
17.24,946.1369818
17.26,944.9852162
17.28,943.8334507
17.3,943.2575679
17.32,944.4093335
17.34,944.9852162
17.36,946.1369818
17.38,946.7128646
17.4,947.8646302
17.42,949.0163957
17.44,947.8646302
17.46,946.7128646
17.48,946.7128646
17.5,944.9852162
17.52,943.2575679
17.54,943.2575679
17.56,943.8334507
17.58,945.561099
17.6,946.7128646
17.62,947.2887474
17.64,947.8646302
17.66,948.4405129
17.68,948.4405129
17.7,947.8646302
17.72,946.7128646
17.74,944.9852162
17.76,943.2575679
17.78,943.8334507
17.8,943.8334507
17.82,944.9852162
17.84,945.561099
17.86,946.7128646
17.88,947.8646302
17.9,949.0163957
17.92,948.4405129
17.94,947.8646302
17.96,947.8646302
17.98,946.1369818
18,944.4093335
18.02,943.2575679
18.04,943.8334507
18.06,944.4093335
18.08,945.561099
18.1,946.7128646
18.12,947.2887474
18.14,949.0163957
18.16,948.4405129
18.18,948.4405129
18.2,948.4405129
18.22,947.2887474
18.24,945.561099
18.26,944.4093335
18.28,943.8334507
18.3,943.8334507
18.32,944.9852162
18.34,945.561099
18.36,946.1369818
18.38,947.2887474
18.4,949.0163957
18.42,948.4405129
18.44,949.0163957
18.46,948.4405129
18.48,947.8646302
18.5,946.1369818
18.52,944.4093335
18.54,943.2575679
18.56,943.8334507
18.58,944.9852162
18.6,944.9852162
18.62,946.7128646
18.64,947.2887474
18.66,949.0163957
18.68,948.4405129
18.7,949.0163957
18.72,947.8646302
18.74,947.2887474
18.76,944.9852162
18.78,943.8334507
18.8,943.2575679
18.82,944.4093335
18.84,945.561099
18.86,946.1369818
18.88,946.7128646
18.9,948.4405129
18.92,948.4405129
18.94,948.4405129
18.96,947.8646302
18.98,947.2887474
19,946.1369818
19.02,944.4093335
19.04,944.4093335
19.06,944.4093335
19.08,944.4093335
19.1,945.561099
19.12,944.9852162
19.14,946.7128646
19.16,947.2887474
19.18,949.5922785
19.2,949.0163957
19.22,949.0163957
19.24,948.4405129
19.26,947.8646302
19.28,946.1369818
19.3,944.4093335
19.32,943.8334507
19.34,943.8334507
19.36,944.4093335
19.38,945.561099
19.4,946.7128646
19.42,947.8646302
19.44,949.0163957
19.46,948.4405129
19.48,948.4405129
19.5,947.8646302
19.52,946.7128646
19.54,945.561099
19.56,943.8334507
19.58,943.8334507
19.6,944.9852162
19.62,945.561099
19.64,946.1369818
19.66,947.8646302
19.68,949.0163957
19.7,949.0163957
19.72,949.0163957
19.74,948.4405129
19.76,947.2887474
19.78,945.561099
19.8,943.8334507
19.82,943.8334507
19.84,944.9852162
19.86,945.561099
19.88,946.1369818
19.9,947.8646302
19.92,949.5922785
19.94,948.4405129
19.96,948.4405129
19.98,947.8646302
20,946.1369818
