Date,"Thursday, February 9, 2023"
6.74,-2.342911152
6.76,-3.49467672
6.78,-0.6152628
6.8,2.264151119
6.82,0.536502767
6.84,-3.49467672
6.86,-3.49467672
6.88,-0.039380017
6.9,1.688268335
6.92,-0.039380017
6.94,-2.918793936
6.96,-4.070559504
6.98,-0.039380017
7,2.264151119
7.02,-0.039380017
7.04,-2.342911152
7.06,-3.49467672
7.08,-0.6152628
7.1,2.264151119
7.12,0.536502767
7.14,-2.342911152
7.16,-2.342911152
7.18,-0.6152628
7.2,-0.6152628
7.22,-0.6152628
7.24,-1.191145584
7.26,-2.342911152
7.28,-0.6152628
7.3,0.536502767
7.32,-1.191145584
7.34,-1.191145584
7.36,-1.767028368
7.38,-1.191145584
7.4,-0.039380017
7.42,-0.039380017
7.44,-1.767028368
7.46,-2.342911152
7.48,-0.6152628
7.5,-0.039380017
7.52,-0.039380017
7.54,-1.767028368
7.56,-3.49467672
7.58,-0.039380017
7.6,2.840033903
7.62,-0.039380017
7.64,-2.918793936
7.66,-3.49467672
7.68,-1.191145584
7.7,1.688268335
7.72,1.112385551
7.74,-3.49467672
7.76,-4.070559504
7.78,-0.039380017
7.8,1.688268335
7.82,-0.039380017
7.84,-2.342911152
7.86,-4.070559504
7.88,-0.6152628
7.9,2.264151119
7.92,-0.039380017
7.94,-1.767028368
7.96,-2.342911152
7.98,-1.767028368
8,-0.039380017
8.02,-0.039380017
8.04,-1.767028368
8.06,-2.342911152
8.08,-0.6152628
8.1,-0.039380017
8.12,-0.6152628
8.14,-1.191145584
8.16,-2.918793936
8.18,-1.767028368
8.2,0.536502767
8.22,-0.6152628
8.24,-1.767028368
8.26,-2.342911152
8.28,-1.191145584
8.3,-0.039380017
8.32,-0.039380017
8.34,-1.767028368
8.36,-4.070559504
8.38,-0.6152628
8.4,2.264151119
8.42,0.536502767
8.44,-2.342911152
8.46,-4.070559504
8.48,-1.191145584
8.5,2.264151119
8.52,0.536502767
8.54,-2.918793936
8.56,-3.49467672
8.58,-1.191145584
8.6,1.688268335
8.62,1.112385551
8.64,-2.342911152
8.66,-4.070559504
8.68,-1.191145584
8.7,1.688268335
8.72,0.536502767
8.74,-1.767028368
8.76,-2.342911152
8.78,-1.767028368
8.8,0.536502767
8.82,-0.039380017
8.84,-1.767028368
8.86,-1.767028368
8.88,-1.191145584
8.9,-0.039380017
8.92,-0.039380017
8.94,-1.767028368
8.96,-2.918793936
8.98,-1.191145584
9,-0.039380017
9.02,-0.6152628
9.04,-1.191145584
9.06,-1.767028368
9.08,-1.191145584
9.1,0.536502767
9.12,-0.039380017
9.14,-1.191145584
9.16,-2.342911152
9.18,-1.191145584
9.2,1.688268335
9.22,1.112385551
9.24,-1.767028368
9.26,-4.070559504
9.28,-1.191145584
9.3,2.264151119
9.32,1.112385551
9.34,-1.767028368
9.36,-3.49467672
9.38,-1.767028368
9.4,2.264151119
9.42,1.688268335
9.44,-2.342911152
9.46,-4.070559504
9.48,-1.191145584
9.5,1.112385551
9.52,1.112385551
9.54,-1.191145584
9.56,-2.918793936
9.58,-1.191145584
9.6,0.536502767
9.62,-0.039380017
9.64,-1.191145584
9.66,-1.767028368
9.68,-1.191145584
9.7,-0.039380017
9.72,-0.039380017
9.74,-1.767028368
9.76,-2.342911152
9.78,-1.191145584
9.8,-0.039380017
9.82,-0.039380017
9.84,-1.191145584
9.86,-2.342911152
9.88,-1.191145584
9.9,0.536502767
9.92,-0.6152628
9.94,-1.191145584
9.96,-1.767028368
9.98,-2.342911152
10,1.688268335
10.02,2.264151119
10.04,-2.342911152
10.06,-4.646442288
10.08,-1.191145584
10.1,1.112385551
10.12,1.112385551
10.14,-1.191145584
10.16,-4.070559504
10.18,-1.767028368
10.2,2.264151119
10.22,1.688268335
10.24,-2.342911152
10.26,-3.49467672
10.28,-1.767028368
10.3,1.112385551
10.32,1.688268335
10.34,-1.767028368
10.36,-2.342911152
10.38,-1.191145584
10.4,-0.039380017
10.42,-0.039380017
10.44,-1.191145584
10.46,-1.767028368
10.48,-1.767028368
10.5,-0.039380017
10.52,-0.039380017
10.54,-1.191145584
10.56,-2.342911152
10.58,-1.191145584
10.6,-0.6152628
10.62,-0.039380017
10.64,-0.6152628
10.66,-2.342911152
10.68,-1.191145584
10.7,0.536502767
10.72,-0.039380017
10.74,-0.6152628
10.76,-1.767028368
10.78,-1.767028368
10.8,1.688268335
10.82,2.264151119
10.84,-1.767028368
10.86,-3.49467672
10.88,-1.767028368
10.9,1.112385551
10.92,2.264151119
10.94,-1.191145584
10.96,-4.070559504
10.98,-2.342911152
11,1.688268335
11.02,1.112385551
11.04,-1.191145584
11.06,-3.49467672
11.08,-2.918793936
11.1,0.536502767
11.12,2.264151119
11.14,-1.767028368
11.16,-2.342911152
11.18,-1.191145584
11.2,-0.039380017
11.22,-0.039380017
11.24,-0.6152628
11.26,-2.342911152
11.28,-1.767028368
11.3,-0.039380017
11.32,-0.6152628
11.34,-1.191145584
11.36,-1.767028368
11.38,-2.342911152
11.4,-0.039380017
11.42,0.536502767
11.44,-1.191145584
11.46,-2.342911152
11.48,-1.191145584
11.5,-0.6152628
11.52,0.536502767
11.54,-0.6152628
11.56,-2.342911152
11.58,-2.342911152
11.6,-0.039380017
11.62,1.688268335
11.64,-1.191145584
11.66,-3.49467672
11.68,-2.918793936
11.7,1.112385551
11.72,2.264151119
11.74,-1.191145584
11.76,-3.49467672
11.78,-2.342911152
11.8,0.536502767
11.82,1.688268335
11.84,-0.6152628
11.86,-3.49467672
11.88,-3.49467672
11.9,1.112385551
11.92,2.264151119
11.94,-0.6152628
11.96,-3.49467672
11.98,-1.191145584
12,-0.6152628
12.02,-0.039380017
12.04,-0.6152628
12.06,-2.342911152
12.08,-2.342911152
12.1,-0.039380017
12.12,-0.039380017
12.14,-0.6152628
12.16,-1.767028368
12.18,-1.767028368
12.2,-0.6152628
12.22,0.536502767
12.24,-1.191145584
12.26,-1.767028368
12.28,-1.767028368
12.3,-0.6152628
12.32,-0.039380017
12.34,-0.6152628
12.36,-2.342911152
12.38,-2.342911152
12.4,-0.039380017
12.42,1.688268335
12.44,-0.6152628
12.46,-2.918793936
12.48,-2.918793936
12.5,0.536502767
12.52,2.264151119
12.54,-0.039380017
12.56,-3.49467672
12.58,-3.49467672
12.6,0.536502767
12.62,1.688268335
12.64,-0.039380017
12.66,-2.918793936
12.68,-3.49467672
12.7,0.536502767
12.72,2.264151119
12.74,-0.6152628
12.76,-2.918793936
12.78,-1.767028368
12.8,-1.191145584
12.82,-0.039380017
12.84,-0.6152628
12.86,-2.342911152
12.88,-2.342911152
12.9,-0.039380017
12.92,-0.039380017
12.94,-0.6152628
12.96,-1.191145584
12.98,-2.342911152
13,-0.6152628
13.02,0.536502767
13.04,-0.6152628
13.06,-1.767028368
13.08,-1.767028368
13.1,-1.191145584
13.12,-0.039380017
13.14,-0.6152628
13.16,-2.342911152
13.18,-2.342911152
13.2,-0.6152628
13.22,1.688268335
13.24,-0.039380017
13.26,-2.918793936
13.28,-2.918793936
13.3,-0.6152628
13.32,2.264151119
13.34,-0.039380017
13.36,-3.49467672
13.38,-3.49467672
13.4,-0.039380017
13.42,1.688268335
13.44,-0.039380017
13.46,-2.918793936
13.48,-3.49467672
13.5,-0.039380017
13.52,2.264151119
13.54,-0.039380017
13.56,-2.918793936
13.58,-3.49467672
13.6,-0.6152628
13.62,0.536502767
13.64,-0.039380017
13.66,-2.342911152
13.68,-2.342911152
13.7,-0.6152628
13.72,-0.039380017
13.74,-0.039380017
13.76,-1.191145584
13.78,-2.342911152
13.8,-0.039380017
13.82,0.536502767
13.84,-0.6152628
13.86,-1.191145584
13.88,-1.767028368
13.9,-1.191145584
13.92,0.536502767
13.94,-0.6152628
13.96,-2.342911152
13.98,-2.342911152
14,-0.6152628
14.02,-0.039380017
14.04,-0.039380017
14.06,-2.342911152
14.08,-4.070559504
14.1,-0.6152628
14.12,2.264151119
14.14,-0.039380017
14.16,-2.918793936
14.18,-3.49467672
14.2,-1.191145584
14.22,1.688268335
14.24,0.536502767
14.26,-2.918793936
14.28,-4.070559504
14.3,-0.039380017
14.32,1.688268335
14.34,0.536502767
14.36,-2.342911152
14.38,-4.070559504
14.4,-1.767028368
14.42,-0.039380017
14.44,-1.191145584
14.46,-1.767028368
14.48,-2.342911152
14.5,-1.191145584
14.52,-0.039380017
14.54,-0.039380017
14.56,-1.767028368
14.58,-2.342911152
14.6,-0.6152628
14.62,-0.039380017
14.64,-0.039380017
14.66,-1.191145584
14.68,-2.342911152
14.7,-1.191145584
14.72,0.536502767
14.74,-0.6152628
14.76,-2.342911152
14.78,-1.767028368
14.8,-0.6152628
14.82,-0.039380017
14.84,-0.039380017
14.86,-1.767028368
14.88,-4.070559504
14.9,-0.6152628
14.92,2.264151119
14.94,-0.039380017
14.96,-2.342911152
14.98,-3.49467672
15,-1.191145584
15.02,1.688268335
15.04,1.112385551
15.06,-2.918793936
15.08,-3.49467672
15.1,-0.6152628
15.12,1.688268335
15.14,1.112385551
15.16,-2.342911152
15.18,-4.070559504
15.2,-1.191145584
15.22,-0.039380017
15.24,-1.191145584
15.26,-1.191145584
15.28,-2.342911152
15.3,-1.767028368
15.32,0.536502767
15.34,-0.039380017
15.36,-1.767028368
15.38,-2.342911152
15.4,-0.6152628
15.42,-0.6152628
15.44,-0.6152628
15.46,-1.191145584
15.48,-2.918793936
15.5,-1.191145584
15.52,0.536502767
15.54,-1.191145584
15.56,-1.767028368
15.58,-1.767028368
15.6,-1.767028368
15.62,-0.039380017
15.64,-0.039380017
15.66,-2.342911152
15.68,-4.070559504
15.7,-1.191145584
15.72,1.688268335
15.74,0.536502767
15.76,-2.342911152
15.78,-4.070559504
15.8,-1.767028368
15.82,2.264151119
15.84,1.688268335
15.86,-2.342911152
15.88,-4.070559504
15.9,-1.191145584
15.92,1.688268335
15.94,1.112385551
15.96,-1.767028368
15.98,-4.070559504
16,-1.191145584
16.02,-0.039380017
16.04,-0.6152628
16.06,-1.191145584
16.08,-1.767028368
16.1,-1.191145584
16.12,0.536502767
16.14,0.536502767
16.16,-1.191145584
16.18,-1.767028368
16.2,-0.6152628
16.22,-0.039380017
16.24,-0.039380017
16.26,-0.6152628
16.28,-2.342911152
16.3,-1.191145584
16.32,0.536502767
16.34,-0.039380017
16.36,-1.191145584
16.38,-1.767028368
16.4,-1.191145584
16.42,0.536502767
16.44,0.536502767
16.46,-1.191145584
16.48,-3.49467672
16.5,-1.191145584
16.52,1.688268335
16.54,1.688268335
16.56,-1.191145584
16.58,-4.070559504
16.6,-1.767028368
16.62,2.264151119
16.64,1.112385551
16.66,-1.767028368
16.68,-2.918793936
16.7,-1.767028368
16.72,1.688268335
16.74,1.688268335
16.76,-1.767028368
16.78,-4.070559504
16.8,-1.191145584
16.82,-0.039380017
16.84,-0.039380017
16.86,-0.6152628
16.88,-2.342911152
16.9,-1.191145584
16.92,1.112385551
16.94,-0.039380017
16.96,-1.191145584
16.98,-1.767028368
17,-1.767028368
17.02,-0.039380017
17.04,-0.039380017
17.06,-1.191145584
17.08,-2.342911152
17.1,-1.191145584
17.12,-0.039380017
17.14,-0.039380017
17.16,-0.6152628
17.18,-1.767028368
17.2,-1.191145584
17.22,0.536502767
17.24,0.536502767
17.26,-1.191145584
17.28,-3.49467672
17.3,-1.191145584
17.32,1.688268335
17.34,1.688268335
17.36,-1.191145584
17.38,-3.49467672
17.4,-1.767028368
17.42,2.264151119
17.44,1.688268335
17.46,-1.191145584
17.48,-3.49467672
17.5,-2.342911152
17.52,1.688268335
17.54,2.264151119
17.56,-1.767028368
17.58,-3.49467672
17.6,-1.767028368
17.62,1.112385551
17.64,-0.039380017
17.66,-0.6152628
17.68,-2.342911152
17.7,-1.191145584
17.72,0.536502767
17.74,-0.039380017
17.76,-1.191145584
17.78,-1.767028368
17.8,-1.767028368
17.82,-0.039380017
17.84,0.536502767
17.86,-1.191145584
17.88,-1.767028368
17.9,-1.191145584
17.92,-0.039380017
17.94,0.536502767
17.96,-0.6152628
17.98,-1.767028368
18,-1.767028368
18.02,0.536502767
18.04,0.536502767
18.06,-1.191145584
18.08,-1.191145584
18.1,-1.767028368
18.12,1.112385551
18.14,2.264151119
18.16,-0.6152628
18.18,-3.49467672
18.2,-1.767028368
18.22,1.688268335
18.24,1.688268335
18.26,-0.6152628
18.28,-2.918793936
18.3,-2.342911152
18.32,1.688268335
18.34,2.264151119
18.36,-1.191145584
18.38,-3.49467672
18.4,-1.767028368
18.42,1.112385551
18.44,2.264151119
18.46,-0.6152628
18.48,-2.342911152
18.5,-1.191145584
18.52,0.536502767
18.54,-0.039380017
18.56,-0.6152628
18.58,-1.767028368
18.6,-1.767028368
18.62,0.536502767
18.64,-0.039380017
18.66,-1.191145584
18.68,-1.767028368
18.7,-1.191145584
18.72,-0.039380017
18.74,0.536502767
18.76,-0.039380017
18.78,-2.342911152
18.8,-1.767028368
18.82,-0.039380017
18.84,-0.039380017
18.86,-1.191145584
18.88,-1.191145584
18.9,-2.918793936
18.92,1.112385551
18.94,2.840033903
18.96,-1.191145584
18.98,-3.49467672
19,-1.767028368
19.02,1.112385551
19.04,1.688268335
19.06,-0.039380017
19.08,-3.49467672
19.1,-2.918793936
19.12,1.112385551
19.14,2.264151119
19.16,-1.191145584
19.18,-2.918793936
19.2,-2.342911152
19.22,0.536502767
19.24,2.264151119
19.26,-0.6152628
19.28,-2.342911152
19.3,-1.191145584
19.32,-0.039380017
19.34,-0.039380017
19.36,-0.6152628
19.38,-1.191145584
19.4,-1.767028368
19.42,-0.039380017
19.44,0.536502767
19.46,-0.6152628
19.48,-1.767028368
19.5,-1.191145584
19.52,-0.039380017
19.54,0.536502767
19.56,-0.039380017
19.58,-1.767028368
19.6,-1.767028368
19.62,-0.039380017
19.64,-0.039380017
19.66,-0.6152628
19.68,-1.191145584
19.7,-1.767028368
19.72,1.112385551
19.74,2.840033903
19.76,-0.6152628
19.78,-3.49467672
19.8,-2.342911152
19.82,1.112385551
19.84,1.688268335
19.86,-0.039380017
19.88,-3.49467672
19.9,-3.49467672
19.92,1.112385551
19.94,2.264151119
19.96,-0.6152628
19.98,-2.918793936
20,-2.342911152
